db_id,artistName,trackName,albumName,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
8659,Fabolous,Make Me Better,From Nothin' To Somethin' (Bonus Track Version),0.607,0.599,11,-6.886,1,0.0995,0.33,0.0,0.199,0.562,86.491
8660,Britney Spears,Oops!...I Did It Again,Oops!... I Did It Again,0.751,0.834,1,-5.444,0,0.0437,0.3,1.77E-05,0.355,0.894,95.053
8661,Outkast,Hey Ya!,Speakerboxxx/The Love Below,0.727,0.974,4,-2.261,0,0.0664,0.103,0.000532,0.174,0.965,79.526
8662,David Guetta,Sexy Bitch (feat. Akon),One Love (Deluxe),0.813,0.627,11,-5.018,0,0.0486,0.0771,0.000616,0.131,0.801,130.011
8663,David Guetta,Sexy Bitch (feat. Akon),One Love (Deluxe),0.813,0.627,11,-5.018,0,0.0486,0.0771,0.000616,0.131,0.801,130.011
8664,Kanye West,Gold Digger,Late Registration,0.629,0.696,1,-5.572,0,0.348,0.0195,0.0,0.0554,0.623,93.034
8665,112,Peaches & Cream,Part III,0.677,0.52,4,-6.255,0,0.334,0.00277,0.0,0.0532,0.768,203.862
8666,Geri Halliwell,It's Raining Men,Scream If You Wanna Go Faster,0.637,0.929,5,-6.03,0,0.0447,0.063,0.00796,0.318,0.604,136.482
8667,Rihanna,Pon de Replay,Music Of The Sun,0.779,0.64,7,-8.415,1,0.159,0.000155,0.00077,0.101,0.498,99.019
8668,Eminem,The Real Slim Shady,The Marshall Mathers LP,0.949,0.661,5,-4.244,0,0.0572,0.0302,0.0,0.0454,0.76,104.504
8669,JoJo,Leave (Get Out) - 2018,JoJo (2018),0.491,0.73,2,-4.399,0,0.0432,0.039,0.0,0.112,0.461,87.098
8670,Daddy Yankee,Gasolina,Barrio Fino (Bonus Track Version),0.852,0.797,0,-6.543,1,0.0614,0.322,2.69E-06,0.0845,0.741,96.008
8671,David Guetta,Sexy Bitch (feat. Akon),One Love (Deluxe),0.813,0.627,11,-5.018,0,0.0486,0.0771,0.000616,0.131,0.801,130.011
8672,Christina Aguilera,Lady Marmalade - Single Edit,Lady Marmalade,0.754,0.811,5,-3.679,1,0.0561,0.0185,5.18E-06,0.654,0.639,109.902
8673,Room 5,Make Luv,Music & You,0.883,0.887,1,-4.92,1,0.116,0.0111,0.63,0.0367,0.648,124.814
8674,Sheryl Crow,Soak Up The Sun,C'Mon C'Mon,0.717,0.733,4,-4.985,1,0.0427,0.0398,0.0,0.136,0.713,119.996
8675,Nina Sky,Move Ya Body,Nina Sky,0.87,0.712,11,-6.313,0,0.0432,0.0202,0.000331,0.0576,0.877,121.057
8676,50 Cent,In Da Club,Get Rich Or Die Tryin',0.902,0.72,6,-2.776,0,0.347,0.26,0.0,0.0749,0.805,90.059
8677,Jagged Edge,Where the Party At (feat. Nelly),Jagged Little Thrill,0.596,0.661,5,-6.239,0,0.226,0.31,0.0,0.0847,0.86,129.491
8678,Shakira,Hips Don't Lie (feat. Wyclef Jean),"Oral Fixation, Vol. 2 (Expanded Edition)",0.778,0.824,10,-5.892,0,0.0707,0.284,0.0,0.405,0.758,100.024
8679,T-Pain,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),Epiphany (Expanded Edition),0.693,0.549,1,-8.141,1,0.119,0.0109,0.0,0.0677,0.605,80.028
8680,Taylor Swift,We Are Never Ever Getting Back Together,Red,0.628,0.676,7,-5.911,1,0.0916,0.00957,2.65E-05,0.102,0.75,85.984
8681,Nelly Furtado,Promiscuous,Loose,0.808,0.97,10,-6.098,0,0.0506,0.0569,6.13E-05,0.154,0.868,114.328
8682,Panic! At The Disco,I Write Sins Not Tragedies,A Fever You Can't Sweat Out,0.569,0.83,9,-4.106,0,0.14,0.0807,0.0,0.114,0.609,170.094
8683,DJ Sammy,Heaven,Invincible,0.706,0.685,11,-3.669,1,0.0837,0.56,0.0,0.22,0.444,117.448
8684,Dr. Dre,The Next Episode,2001,0.922,0.909,10,-2.429,0,0.27,0.0281,0.0,0.0856,0.309,95.295
8685,Ne-Yo,Closer,Year Of The Gentleman (Bonus Track Edition),0.711,0.753,4,-6.461,0,0.0766,0.028,2.96E-05,0.152,0.588,126.051
8686,Eminem,Without Me,The Eminem Show,0.908,0.669,7,-2.827,1,0.0738,0.00286,0.0,0.237,0.662,112.238
8687,Fergie,Big Girls Don't Cry (Personal),The Dutchess,0.707,0.642,7,-4.271,1,0.0337,0.204,0.0,0.0925,0.249,113.083
8688,Usher,U Remind Me,8701,0.657,0.629,6,-4.938,1,0.0782,0.194,0.0,0.254,0.726,93.985
8689,Ronan Keating,Life Is A Rollercoaster,Ronan,0.655,0.791,0,-8.923,1,0.0302,0.1,0.000124,0.334,0.862,118.981
8690,*NSYNC,It's Gonna Be Me,No Strings Attached,0.636,0.873,0,-4.672,0,0.071,0.0407,1.27E-06,0.0372,0.908,165.071
8691,Sean Paul,Get Busy,Dutty Classics Collection,0.741,0.848,10,-3.168,0,0.0356,0.613,0.0,0.106,0.734,100.177
8692,Lil Wayne,Lollipop,Tha Carter III,0.829,0.428,0,-9.469,1,0.0831,0.056,0.00413,0.137,0.45,148.075
8693,Drake,Best I Ever Had,So Far Gone,0.395,0.922,1,-2.176,1,0.375,0.19,0.0,0.134,0.558,162.361
8694,Shaggy,It Wasn't Me,Hot Shot,0.853,0.606,0,-4.596,1,0.0713,0.0561,0.0,0.313,0.654,94.759
8695,Shakira,"Whenever, Wherever",Laundry Service,0.794,0.832,1,-4.862,0,0.0407,0.237,1.14E-05,0.203,0.871,107.657
8696,Snoop Dogg,Drop It Like It's Hot,R&G (Rhythm & Gangsta): The Masterpiece,0.888,0.632,1,-3.872,1,0.219,0.19,0.0,0.101,0.662,91.979
8697,Fat Joe,What's Luv? (feat. Ja-Rule & Ashanti),Jealous Ones Still Envy (J.O.S.E),0.835,0.707,8,-5.074,1,0.0598,0.0219,2.19E-05,0.108,0.919,93.955
8698,Keri Hilson,Knock You Down,In A Perfect World...,0.588,0.877,8,-4.78,1,0.16,0.00952,0.0,0.171,0.645,155.165
8699,Kenny Chesney,Summertime,The Road And The Radio,0.48,0.928,4,-5.501,1,0.0899,0.169,0.0,0.0479,0.713,167.986
8700,Kenny Chesney,Summertime,The Road And The Radio,0.48,0.928,4,-5.501,1,0.0899,0.169,0.0,0.0479,0.713,167.986
8701,Maroon 5,This Love,Songs About Jane: 10th Anniversary Edition,0.712,0.862,5,-4.612,0,0.0378,0.0525,0.0,0.093,0.809,95.051
8702,Nine Days,Absolutely (Story of a Girl) - Radio Mix,The Madding Crowd,0.481,0.94,7,-5.204,1,0.066,0.000891,0.0,0.0939,0.66,96.493
8703,Nine Days,Absolutely (Story of a Girl) - Radio Mix,The Madding Crowd,0.481,0.94,7,-5.204,1,0.066,0.000891,0.0,0.0939,0.66,96.493
8704,Taylor Swift,We Are Never Ever Getting Back Together,Red,0.628,0.676,7,-5.911,1,0.0916,0.00957,2.65E-05,0.102,0.75,85.984
8705,Geri Halliwell,It's Raining Men,Scream If You Wanna Go Faster,0.637,0.929,5,-6.03,0,0.0447,0.063,0.00796,0.318,0.604,136.482
8706,Carrie Underwood,Before He Cheats,Some Hearts,0.519,0.749,6,-3.318,0,0.0405,0.271,0.0,0.119,0.29,147.905
8707,Terror Squad,Lean Back,True Story,0.783,0.916,1,-3.344,1,0.415,0.11,0.0,0.0746,0.695,95.321
8708,Nelly,Hot In Herre,Nellyville,0.956,0.745,11,-4.753,0,0.12,0.206,0.0,0.0615,0.912,107.075
8709,Mary J. Blige,Family Affair,No More Drama,0.911,0.551,8,-3.75,0,0.0449,0.132,4.12E-05,0.0863,0.969,92.887
8710,Justin Timberlake,Medley: Summer Love / Set the Mood (Prelude),FutureSex/LoveSounds Deluxe Edition,0.454,0.518,0,-8.396,0,0.0985,0.191,0.0,0.936,0.327,120.107
8711,Chris Brown,Run It! (feat. Juelz Santana),Chris Brown (Expanded Edition),0.846,0.482,1,-6.721,0,0.129,0.0246,0.0,0.393,0.212,100.969
8712,David Guetta,When Love Takes Over (feat. Kelly Rowland),One Love (Deluxe),0.675,0.862,11,-4.614,1,0.0253,0.0165,0.000427,0.169,0.498,129.967
8713,Pitbull,I Know You Want Me (Calle Ocho),Pitbull Starring In Rebelution,0.817,0.733,2,-6.009,1,0.145,0.0152,4.31E-05,0.107,0.833,127.056
8714,Dr. Dre,The Next Episode,2001,0.922,0.909,10,-2.429,0,0.27,0.0281,0.0,0.0856,0.309,95.295
8715,Eminem,The Real Slim Shady,The Marshall Mathers LP,0.949,0.661,5,-4.244,0,0.0572,0.0302,0.0,0.0454,0.76,104.504
8716,Destiny's Child,Bootylicious,Survivor,0.84,0.835,1,-4.386,0,0.275,0.00281,1.11E-06,0.152,0.637,103.376
8717,Baha Men,Who Let The Dogs Out,Who Let The Dogs Out,0.869,0.887,0,-4.505,1,0.0993,0.0605,0.0,0.148,0.784,129.221
8718,Nelly Furtado,Maneater,Loose,0.796,0.777,6,-4.81,1,0.0397,0.0261,0.000358,0.121,0.787,132.722
8719,Atomic Kitten,The Tide Is High - Radio Mix,Atomic Kitten,0.776,0.693,7,-2.528,1,0.0314,0.0234,0.00177,0.0322,0.635,102.996
8720,Lady Gaga,Paparazzi,The Fame,0.762,0.692,5,-3.973,0,0.0438,0.113,0.0,0.094,0.397,114.906
8721,Lady Gaga,Paparazzi,The Fame,0.762,0.692,5,-3.973,0,0.0438,0.113,0.0,0.094,0.397,114.906
8722,Daddy Yankee,Gasolina,Barrio Fino (Bonus Track Version),0.852,0.797,0,-6.543,1,0.0614,0.322,2.69E-06,0.0845,0.741,96.008
8723,Christina Aguilera,Lady Marmalade - Single Edit,Lady Marmalade,0.754,0.811,5,-3.679,1,0.0561,0.0185,5.18E-06,0.654,0.639,109.902
8724,Shop Boyz,Party Like A Rock Star,Rockstar Mentality,0.619,0.709,7,-4.633,1,0.0395,0.00541,0.0,0.507,0.68,144.972
8725,Roger Sanchez,Another Chance (Radio Edit),Another Chance,0.604,0.89,3,-6.773,1,0.0319,0.000637,0.018,0.243,0.822,129.871
8726,Roger Sanchez,Another Chance (Radio Edit),Another Chance,0.604,0.89,3,-6.773,1,0.0319,0.000637,0.018,0.243,0.822,129.871
8727,Lil Wayne,Lollipop,Tha Carter III,0.829,0.428,0,-9.469,1,0.0831,0.056,0.00413,0.137,0.45,148.075
8728,Akon,Smack That,Konvicted,0.939,0.742,5,-5.171,0,0.0467,0.321,0.0,0.107,0.924,118.978
8729,Diddy,"I Need a Girl (Pt. 2) [feat. Loon, Ginuwine & Mario Winans]",Bad Boy's 10th Anniversary- The Hits,0.713,0.471,1,-7.392,0,0.483,0.421,0.0,0.0308,0.779,199.764
8730,Ashanti,Rock Wit U (Awww Baby),Chapter II,0.71,0.797,4,-3.006,0,0.0582,0.408,0.0,0.16,0.849,94.998
8731,Shakira,Hips Don't Lie (feat. Wyclef Jean),"Oral Fixation, Vol. 2 (Expanded Edition)",0.778,0.824,10,-5.892,0,0.0707,0.284,0.0,0.405,0.758,100.024
8732,Black Eyed Peas,I Gotta Feeling,THE E.N.D. (THE ENERGY NEVER DIES),0.744,0.766,0,-6.375,1,0.0265,0.0873,0.0,0.509,0.61,127.966
8733,Gwen Stefani,Hollaback Girl,Love Angel Music Baby (Deluxe Version),0.926,0.916,10,-2.221,0,0.0929,0.35,6.17E-06,0.0234,0.904,110.007
8734,The Corrs,Breathless,In Blue,0.607,0.82,11,-7.754,1,0.0597,0.0541,6.8E-05,0.269,0.768,126.988
8735,Kelis,Bossy (feat. Too $hort),The Hits,0.873,0.643,4,-5.326,1,0.233,0.000153,3.89E-05,0.0513,0.797,168.101
8736,Little Big Town,Boondocks,The Road To Here,0.41,0.78,9,-5.391,1,0.0332,0.211,0.0,0.48,0.695,88.016
8737,Usher,Yeah! (feat. Lil Jon & Ludacris),Confessions (Expanded Edition),0.894,0.791,2,-4.699,1,0.112,0.0183,0.0,0.0388,0.583,105.018
8738,Room 5,Make Luv,Music & You,0.883,0.887,1,-4.92,1,0.116,0.0111,0.63,0.0367,0.648,124.814
8739,Sheryl Crow,Soak Up The Sun,C'Mon C'Mon,0.717,0.733,4,-4.985,1,0.0427,0.0398,0.0,0.136,0.713,119.996
8740,Rihanna,Disturbia,Good Girl Gone Bad: Reloaded,0.707,0.813,11,-4.515,0,0.0571,0.0863,0.0,0.168,0.722,124.921
8741,Rihanna,Disturbia,Good Girl Gone Bad: Reloaded,0.707,0.813,11,-4.515,0,0.0571,0.0863,0.0,0.168,0.722,124.921
8742,Kanye West,Gold Digger,Late Registration,0.629,0.696,1,-5.572,0,0.348,0.0195,0.0,0.0554,0.623,93.034
8743,Usher,Yeah! (feat. Lil Jon & Ludacris),Confessions (Expanded Edition),0.894,0.791,2,-4.699,1,0.112,0.0183,0.0,0.0388,0.583,105.018
8744,Gnarls Barkley,Crazy,St. Elsewhere,0.835,0.741,8,-1.609,1,0.0339,0.0172,0.0577,0.0826,0.612,111.963
8745,Sheryl Crow,Soak Up The Sun,C'Mon C'Mon,0.717,0.733,4,-4.985,1,0.0427,0.0398,0.0,0.136,0.713,119.996
8746,Cassie,Me & U,Cassie (U.S. Version),0.803,0.454,8,-4.802,0,0.0294,0.352,0.0,0.0655,0.739,99.99
8747,Weezer,Island In The Sun,Weezer,0.654,0.81,4,-6.26,0,0.0288,0.00719,0.00251,0.165,0.661,114.623
8748,Kid Cudi,Day 'N' Nite (nightmare),Man On The Moon: The End Of Day,0.871,0.44,11,-6.25,0,0.0761,0.499,4.15E-06,0.114,0.799,137.996
8749,Sonique,It Feels So Good,Hear My Cry,0.634,0.677,5,-7.278,0,0.0304,0.0117,0.00103,0.126,0.558,135.012
8750,Nelly Furtado,Promiscuous,Loose,0.808,0.97,10,-6.098,0,0.0506,0.0569,6.13E-05,0.154,0.868,114.328
8751,Blue,All Rise,All Rise,0.721,0.737,5,-2.734,0,0.0324,0.121,0.0,0.165,0.931,97.996
8752,The Click Five,Just the Girl,Greetings From Imrie House (U.S. Version),0.571,0.89,9,-1.6,1,0.0395,0.00509,0.0,0.0769,0.751,110.958
8753,50 Cent,In Da Club,Get Rich Or Die Tryin',0.902,0.72,6,-2.776,0,0.347,0.26,0.0,0.0749,0.805,90.059
8754,Kelis,Trick Me - Club Mix,Tasty,0.97,0.738,1,-3.381,0,0.132,0.0369,0.000384,0.324,0.961,107.166
8755,Bloodhound Gang,The Bad Touch,Hooray For Boobies,0.831,0.735,0,-6.254,0,0.0384,0.00397,0.0205,0.123,0.97,122.979
8756,112,Peaches & Cream,Part III,0.677,0.52,4,-6.255,0,0.334,0.00277,0.0,0.0532,0.768,203.862
8757,Terror Squad,Lean Back,True Story,0.783,0.916,1,-3.344,1,0.415,0.11,0.0,0.0746,0.695,95.321
8758,Nelly,Ride Wit Me,Country Grammar,0.85,0.7,7,-6.49,1,0.0478,0.0616,1.8E-06,0.244,0.722,101.875
8759,The Pussycat Dolls,Buttons,PCD,0.57,0.821,2,-4.38,1,0.267,0.178,0.0,0.289,0.408,210.857
8760,50 Cent,P.I.M.P.,Get Rich Or Die Tryin',0.7,0.758,10,-3.012,0,0.342,0.0444,1.3E-05,0.0401,0.889,78.693
8761,50 Cent,P.I.M.P.,Get Rich Or Die Tryin',0.7,0.758,10,-3.012,0,0.342,0.0444,1.3E-05,0.0401,0.889,78.693
8762,Flo Rida,Right Round,R.O.O.T.S. (Route of Overcoming the Struggle),0.72,0.672,7,-6.852,1,0.0551,0.009,0.0,0.232,0.705,124.986
8763,Chris Brown,Forever,Forever,0.672,0.82,11,-4.456,1,0.0459,0.0368,0.000188,0.184,0.438,120.005
8764,Chris Brown,Forever,Forever,0.672,0.82,11,-4.456,1,0.0459,0.0368,0.000188,0.184,0.438,120.005
8765,Chris Brown,Forever,Forever,0.672,0.82,11,-4.456,1,0.0459,0.0368,0.000188,0.184,0.438,120.005
8766,Nickelback,Photograph,All the Right Reasons,0.515,0.876,8,-3.756,1,0.0292,0.000932,0.000166,0.136,0.385,145.916
8767,Sandi Thom,I Wish I Was a Punk Rocker (with Flowers in My Hair),Smile...It Confuses People,0.7,0.465,4,-6.815,1,0.358,0.544,0.0,0.606,0.719,108.102
8768,Snoop Dogg,Signs,R&G (Rhythm & Gangsta): The Masterpiece,0.934,0.706,7,-5.317,1,0.178,0.0305,0.000121,0.136,0.614,112.962
8769,Outkast,Hey Ya!,Speakerboxxx/The Love Below,0.727,0.974,4,-2.261,0,0.0664,0.103,0.000532,0.174,0.965,79.526
8770,Little Big Town,Boondocks,The Road To Here,0.41,0.78,9,-5.391,1,0.0332,0.211,0.0,0.48,0.695,88.016
8771,Rihanna,Pon de Replay,Music Of The Sun,0.779,0.64,7,-8.415,1,0.159,0.000155,0.00077,0.101,0.498,99.019
8772,Ne-Yo,Closer,Year Of The Gentleman (Bonus Track Edition),0.711,0.753,4,-6.461,0,0.0766,0.028,2.96E-05,0.152,0.588,126.051
8773,MGMT,Kids,Oracular Spectacular,0.451,0.931,9,-3.871,1,0.0719,0.00076,0.0049,0.361,0.172,122.961
8774,Paul Oakenfold,Starry Eyed Surprise,Bunkka,0.721,0.794,4,-6.134,1,0.132,0.0195,0.00013,0.283,0.562,103.211
8775,Enrique Iglesias,Do You Know? (The Ping Pong Song),Insomniac,0.755,0.763,8,-4.328,1,0.0501,0.0513,0.0,0.0326,0.696,114.992
8776,Sean Paul,Get Busy,Dutty Classics Collection,0.741,0.848,10,-3.168,0,0.0356,0.613,0.0,0.106,0.734,100.177
8777,DJ Sammy,Heaven,Invincible,0.706,0.685,11,-3.669,1,0.0837,0.56,0.0,0.22,0.444,117.448
8778,JUVENILE,Slow Motion,Juve The Great,0.713,0.734,0,-4.894,0,0.325,0.548,0.0,0.0687,0.89,172.872
8779,Gabriella Cilmi,Sweet About Me,Lessons To Be Learned,0.667,0.714,6,-5.155,1,0.0288,0.0673,1.01E-06,0.0957,0.553,132.035
8780,Panic! At The Disco,I Write Sins Not Tragedies,A Fever You Can't Sweat Out,0.569,0.83,9,-4.106,0,0.14,0.0807,0.0,0.114,0.609,170.094
8781,Akon,Smack That,Konvicted,0.939,0.742,5,-5.171,0,0.0467,0.321,0.0,0.107,0.924,118.978
8782,Kid Rock,All Summer Long,Rock n Roll Jesus,0.7,0.864,7,-3.629,1,0.0283,0.0212,0.0,0.0956,0.887,102.997
8783,DJ Sammy,Heaven,Invincible,0.706,0.685,11,-3.669,1,0.0837,0.56,0.0,0.22,0.444,117.448
8784,50 Cent,Just A Lil Bit,The Massacre,0.489,0.692,1,-6.672,1,0.41,0.0322,0.00608,0.315,0.527,96.946
8785,50 Cent,Just A Lil Bit,The Massacre,0.489,0.692,1,-6.672,1,0.41,0.0322,0.00608,0.315,0.527,96.946
8786,JUVENILE,Slow Motion,Juve The Great,0.713,0.734,0,-4.894,0,0.325,0.548,0.0,0.0687,0.89,172.872
8787,Cascada,Evacuate The Dancefloor - Radio Edit,Evacuate The Dancefloor,0.76,0.696,0,-5.811,1,0.0491,0.0195,0.0,0.278,0.903,127.029
8788,Eminem,Without Me,The Eminem Show,0.908,0.669,7,-2.827,1,0.0738,0.00286,0.0,0.237,0.662,112.238
8789,Red Hot Chili Peppers,Dani California,Stadium Arcadium,0.556,0.913,0,-2.36,1,0.0437,0.0193,8.59E-06,0.346,0.73,96.184
8790,Anastacia,I'm Outta Love,Not That Kind,0.761,0.717,10,-5.836,0,0.054,0.407,0.0,0.114,0.685,119.437
8791,Cascada,Evacuate The Dancefloor - Radio Edit,Evacuate The Dancefloor,0.76,0.696,0,-5.811,1,0.0491,0.0195,0.0,0.278,0.903,127.029
8792,Christina Milian,Dip It Low,Dip It Low,0.754,0.718,11,-4.209,0,0.111,0.0122,0.000111,0.0923,0.576,169.116
8793,Darude,Sandstorm,"Before the Storm, Special Edition",0.528,0.965,11,-7.984,0,0.0465,0.141,0.985,0.0797,0.587,136.065
8794,Avril Lavigne,Girlfriend,The Best Damn Thing (Expanded Edition),0.56,0.959,7,-2.433,1,0.102,0.000722,0.000221,0.209,0.669,163.983
8795,Usher,U Remind Me,8701,0.657,0.629,6,-4.938,1,0.0782,0.194,0.0,0.254,0.726,93.985
8796,Elvis Presley,A Little Less Conversation - JXL Radio Edit Remix,Elvis 30 #1 Hits,0.59,0.976,11,-4.866,0,0.0488,0.000154,0.293,0.155,0.686,114.996
8797,Ronan Keating,Life Is A Rollercoaster,Ronan,0.655,0.791,0,-8.923,1,0.0302,0.1,0.000124,0.334,0.862,118.981
8798,Sam Sparro,Black & Gold,Black & Gold,0.614,0.696,4,-6.628,0,0.036,0.00472,6.79E-05,0.113,0.329,135.989
8799,Nina Sky,Move Ya Body,Nina Sky,0.87,0.712,11,-6.313,0,0.0432,0.0202,0.000331,0.0576,0.877,121.057
8800,Lumidee,"Never Leave You (Uh Oooh, Uh Oooh)",Almost Famous,0.811,0.657,6,-6.197,1,0.362,0.0391,0.712,0.0798,0.777,199.958
8801,Destiny's Child,Bootylicious,Survivor,0.84,0.835,1,-4.386,0,0.275,0.00281,1.11E-06,0.152,0.637,103.376
8802,Toploader,Dancing in the Moonlight,Onka's Big Moka,0.632,0.856,10,-3.463,1,0.0348,0.0624,0.0,0.347,0.867,119.397
8803,*NSYNC,It's Gonna Be Me,No Strings Attached,0.636,0.873,0,-4.672,0,0.071,0.0407,1.27E-06,0.0372,0.908,165.071
8804,JoJo,Leave (Get Out) - 2018,JoJo (2018),0.491,0.73,2,-4.399,0,0.0432,0.039,0.0,0.112,0.461,87.098
8805,Roger Sanchez,Another Chance,Another Chance,0.643,0.913,7,-5.597,0,0.0477,0.0218,0.0269,0.375,0.0487,128.01
8806,Jagged Edge,Where the Party At (feat. Nelly),Jagged Little Thrill,0.596,0.661,5,-6.239,0,0.226,0.31,0.0,0.0847,0.86,129.491
8807,Shaggy,It Wasn't Me,Hot Shot,0.853,0.606,0,-4.596,1,0.0713,0.0561,0.0,0.313,0.654,94.759
8808,The Pussycat Dolls,Don't Cha,PCD,0.877,0.637,1,-3.493,0,0.101,0.00516,2.5E-06,0.0959,0.569,119.988
8809,Maroon 5,This Love,Songs About Jane: 10th Anniversary Edition,0.712,0.862,5,-4.612,0,0.0378,0.0525,0.0,0.093,0.809,95.051
8810,T-Pain,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),Epiphany (Expanded Edition),0.693,0.549,1,-8.141,1,0.119,0.0109,0.0,0.0677,0.605,80.028
8811,Fergie,Big Girls Don't Cry (Personal),The Dutchess,0.707,0.642,7,-4.271,1,0.0337,0.204,0.0,0.0925,0.249,113.083
8812,Ashanti,Rock Wit U (Awww Baby),Chapter II,0.71,0.797,4,-3.006,0,0.0582,0.408,0.0,0.16,0.849,94.998
8813,Bob Sinclar,World Hold on (Children of the Sky) [Radio Edit],World Hold on (Children of the Sky) [Radio Edit],0.738,0.932,8,-1.898,0,0.0959,0.074,0.000121,0.0623,0.624,126.994
8814,Shaggy,It Wasn't Me,Hot Shot,0.853,0.606,0,-4.596,1,0.0713,0.0561,0.0,0.313,0.654,94.759
8815,Drake,Best I Ever Had,So Far Gone,0.395,0.922,1,-2.176,1,0.375,0.19,0.0,0.134,0.558,162.361
8816,Keri Hilson,Knock You Down,In A Perfect World...,0.588,0.877,8,-4.78,1,0.16,0.00952,0.0,0.171,0.645,155.165
8817,Maroon 5,This Love,Songs About Jane: 10th Anniversary Edition,0.712,0.862,5,-4.612,0,0.0378,0.0525,0.0,0.093,0.809,95.051
8818,Nine Days,Absolutely (Story of a Girl) - Radio Mix,The Madding Crowd,0.481,0.94,7,-5.204,1,0.066,0.000891,0.0,0.0939,0.66,96.493
8819,Nelly Furtado,Maneater,Loose,0.796,0.777,6,-4.81,1,0.0397,0.0261,0.000358,0.121,0.787,132.722
8820,Daddy Yankee,Gasolina,Barrio Fino (Bonus Track Version),0.852,0.797,0,-6.543,1,0.0614,0.322,2.69E-06,0.0845,0.741,96.008
8821,Shop Boyz,Party Like A Rock Star,Rockstar Mentality,0.619,0.709,7,-4.633,1,0.0395,0.00541,0.0,0.507,0.68,144.972
8822,Aerosmith,Jaded,Just Push Play,0.518,0.866,9,-4.476,1,0.0509,0.00413,1.93E-05,0.246,0.671,117.983
8823,blink-182,Always,In Plain Sight,0.787,0.74,10,-5.083,0,0.401,0.402,0.0128,0.0842,0.723,132.898
8824,Five,Everybody Get Up - Radio Edit,Let's Dance,0.724,0.867,0,-5.913,1,0.08,0.00145,0.0,0.135,0.681,96.015
8825,Kelis,Bossy (feat. Too $hort),The Hits,0.873,0.643,4,-5.326,1,0.233,0.000153,3.89E-05,0.0513,0.797,168.101
8826,Jack Be,Slow Dancing In The Rain at The End of The World,The Great Alone,0.288,0.496,6,-7.452,1,0.0306,0.826,0.344,0.123,0.137,105.073
8827,Geri Halliwell,It's Raining Men,Scream If You Wanna Go Faster,0.637,0.929,5,-6.03,0,0.0447,0.063,0.00796,0.318,0.604,136.482
8828,Junior Jack,Stupidisco,Trust It,0.749,0.99,1,-4.786,1,0.0455,0.0149,0.689,0.136,0.758,125.0
8829,The Darkness,I Believe in a Thing Called Love,Permission to Land,0.442,0.846,4,-5.214,1,0.0764,0.0538,4.71E-06,0.282,0.622,128.235
8830,Usher,Love in This Club (feat. Young Jeezy),Here I Stand,0.573,0.712,0,-5.976,1,0.0732,0.0572,0.0,0.167,0.346,140.012
8831,MGMT,Kids,Oracular Spectacular,0.451,0.931,9,-3.871,1,0.0719,0.00076,0.0049,0.361,0.172,122.961
8832,Audri,Runaway Rabbit,Mechanic High,0.571,0.669,7,-6.065,1,0.0292,0.00496,2.52E-05,0.0854,0.266,130.0
8833,Tinie Tempah,Written in the Stars (feat. Eric Turner),Disc-Overy,0.644,0.945,7,-3.534,1,0.0717,0.0587,0.0,0.184,0.573,91.017
8834,Ronan Keating,Lovin' Each Day,Ronan,0.541,0.899,1,-6.261,1,0.0633,0.0178,2.95E-06,0.286,0.829,106.676
8835,Sugar Ray,When It's Over - David Kahne Main,Sugar Ray,0.675,0.775,4,-5.772,1,0.0522,0.0387,0.0,0.383,0.933,99.945
8836,Ne-Yo,Miss Independent,Year Of The Gentleman (Bonus Track Edition),0.673,0.683,1,-5.693,1,0.115,0.522,0.0,0.235,0.713,171.86
8837,Alicia Keys,Empire State of Mind (Part II) Broken Down,The Element Of Freedom,0.484,0.368,6,-7.784,1,0.0341,0.74,3.82E-05,0.118,0.142,92.923
8838,Rascal Flatts,Life is a Highway,Cars (Original Motion Picture Soundtrack),0.562,0.934,5,-5.562,1,0.0607,0.00211,0.0,0.199,0.558,103.042
8839,Mariah Carey,Obsessed,Memoirs of an imperfect Angel,0.742,0.468,10,-5.557,0,0.0625,0.0465,0.0,0.826,0.369,86.443
8840,Craig David,7 Days,Born to Do It,0.659,0.812,4,-7.499,0,0.0487,0.23,0.0,0.0951,0.888,83.014
8841,Rihanna,Disturbia,Good Girl Gone Bad: Reloaded,0.707,0.813,11,-4.515,0,0.0571,0.0863,0.0,0.168,0.722,124.921
8842,Tinie Tempah,Written in the Stars (feat. Eric Turner),Disc-Overy,0.644,0.945,7,-3.534,1,0.0717,0.0587,0.0,0.184,0.573,91.017
8843,t.A.T.u.,All The Things She Said,200 KM/H In The Wrong Lane (10th Anniversary Edition),0.603,0.834,5,-5.766,0,0.0417,0.0411,0.00609,0.105,0.376,89.957
8844,Ne-Yo,Miss Independent,Year Of The Gentleman (Bonus Track Edition),0.673,0.683,1,-5.693,1,0.115,0.522,0.0,0.235,0.713,171.86
8845,50 Cent,Ayo Technology,Curtis,0.63,0.782,8,-5.44,0,0.132,0.0828,0.0,0.034,0.418,140.144
8846,Bon Jovi,Thank You For Loving Me,Crush,0.385,0.342,2,-7.749,1,0.0285,0.416,0.0,0.119,0.131,132.864
