db_id,artistName,albumName,trackName,id,albumID,uri,duration_ms
10328,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),WELCOME TO THE CITY,30hbRoex1LUK0fShzTLR1C,7DAiPXN3HdbktwwFzQXqrZ,spotify:track:30hbRoex1LUK0fShzTLR1C,114005
10329,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),Dialtone,5Z4bnMj3gxU2a07jaiRwzs,7DAiPXN3HdbktwwFzQXqrZ,spotify:track:5Z4bnMj3gxU2a07jaiRwzs,44308
10330,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),HEY EVERY !,3FwU0oJcpuWnu0eECt65jC,7DAiPXN3HdbktwwFzQXqrZ,spotify:track:3FwU0oJcpuWnu0eECt65jC,18916
10331,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),Pandora Palace,7tNsMfItoswjCO5oOQgbBB,7DAiPXN3HdbktwwFzQXqrZ,spotify:track:7tNsMfItoswjCO5oOQgbBB,99600
10332,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),Sound Studio,51XshBkYoRNSL5iRQD1SJF,7DAiPXN3HdbktwwFzQXqrZ,spotify:track:51XshBkYoRNSL5iRQD1SJF,68870
10333,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),Cyber Battle (Solo),6VpzCI5KbudaEYSKPNwzY1,7DAiPXN3HdbktwwFzQXqrZ,spotify:track:6VpzCI5KbudaEYSKPNwzY1,107520
10334,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),Powers Combined,0t71OmjPF5oYOigH9p0AER,7DAiPXN3HdbktwwFzQXqrZ,spotify:track:0t71OmjPF5oYOigH9p0AER,16457
10335,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),My Castle Town,6g0y8cpi8c9eCPfz5XvW5T,7DAiPXN3HdbktwwFzQXqrZ,spotify:track:6g0y8cpi8c9eCPfz5XvW5T,127555
10336,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),Berdly (Rejected Concept),3iJ2NyNrbp3WD1cXpEHMwp,7DAiPXN3HdbktwwFzQXqrZ,spotify:track:3iJ2NyNrbp3WD1cXpEHMwp,20400
10337,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),Digital Roots,21JQ1y4y0tBSwSJv0zV9K7,7DAiPXN3HdbktwwFzQXqrZ,spotify:track:21JQ1y4y0tBSwSJv0zV9K7,33812
10338,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),Smart Race,1GdTlOlPxxXhuA1Z4Tbf5H,7DAiPXN3HdbktwwFzQXqrZ,spotify:track:1GdTlOlPxxXhuA1Z4Tbf5H,66108
10339,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),Acid Tunnel of Love,3M1Xiw8PplJsehXCUdlGi2,7DAiPXN3HdbktwwFzQXqrZ,spotify:track:3M1Xiw8PplJsehXCUdlGi2,90462
10340,Toby Fox,UNDERTALE Soundtrack,sans.,26lWYpgbcknITI0Fy1eZDs,2M2Ae2SvZe3fmzUtlVOV5Z,spotify:track:26lWYpgbcknITI0Fy1eZDs,50625
10341,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),Cool Mixtape,5UDxDGERH44CfeecPnpPLY,7DAiPXN3HdbktwwFzQXqrZ,spotify:track:5UDxDGERH44CfeecPnpPLY,26667
10342,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),Holiday Studio,67ER6SEIRevkaLsLhJCVzZ,7DAiPXN3HdbktwwFzQXqrZ,spotify:track:67ER6SEIRevkaLsLhJCVzZ,68870
10343,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),A CYBER'S WORLD?,0BE2Lbu4GgcCT6kgB1tDTc,7DAiPXN3HdbktwwFzQXqrZ,spotify:track:0BE2Lbu4GgcCT6kgB1tDTc,166154
10344,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),Berdly,3GtA0wC7ZV1LtiaKVcFARJ,7DAiPXN3HdbktwwFzQXqrZ,spotify:track:3GtA0wC7ZV1LtiaKVcFARJ,46020
10345,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),Knock You Down !!,7ARvBQv5g2gDmBGXM6VDCR,7DAiPXN3HdbktwwFzQXqrZ,spotify:track:7ARvBQv5g2gDmBGXM6VDCR,146462
10346,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),Bluebird of Misfortune,3XfcINMr19vye9Imaazx0T,7DAiPXN3HdbktwwFzQXqrZ,spotify:track:3XfcINMr19vye9Imaazx0T,49500
10347,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),NOW'S YOUR CHANCE TO BE A,4RZCenPPiY28As8ZzeMYyv,7DAiPXN3HdbktwwFzQXqrZ,spotify:track:4RZCenPPiY28As8ZzeMYyv,67273
10348,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),Queen,1K45maA9jDR1kBRpojtPmO,7DAiPXN3HdbktwwFzQXqrZ,spotify:track:1K45maA9jDR1kBRpojtPmO,120000
10349,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),Faint Courage (Game Over),1RDnckI3aDh19h9TJAUm3N,7DAiPXN3HdbktwwFzQXqrZ,spotify:track:1RDnckI3aDh19h9TJAUm3N,52043
10350,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),Ferris Wheel,7JGkl7TSwWcVlwtDuoHDLj,7DAiPXN3HdbktwwFzQXqrZ,spotify:track:7JGkl7TSwWcVlwtDuoHDLj,79200
10351,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),Until Next Time,4O0JVgOSsdJrj6Tao1ViEY,7DAiPXN3HdbktwwFzQXqrZ,spotify:track:4O0JVgOSsdJrj6Tao1ViEY,62072
10352,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),Until Next Time,4O0JVgOSsdJrj6Tao1ViEY,7DAiPXN3HdbktwwFzQXqrZ,spotify:track:4O0JVgOSsdJrj6Tao1ViEY,62072
10353,Toby Fox,DELTARUNE Chapter 1 (Original Game Soundtrack),Before the Story,4AwX5ALZ1RxU9x29ispTyS,6putGW0KxGMrgTZzplp2pF,spotify:track:4AwX5ALZ1RxU9x29ispTyS,88615
10354,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),Cool Beat,1GDlWTtvFLS0ii1lNeG8lL,7DAiPXN3HdbktwwFzQXqrZ,spotify:track:1GDlWTtvFLS0ii1lNeG8lL,17455
10355,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),Giga Size,7gRPYFtMaq0KIOO7vIxCLd,7DAiPXN3HdbktwwFzQXqrZ,spotify:track:7gRPYFtMaq0KIOO7vIxCLd,107520
10356,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),Deal Gone Wrong,6pZ84L82buMFjAqev002Tv,7DAiPXN3HdbktwwFzQXqrZ,spotify:track:6pZ84L82buMFjAqev002Tv,31327
10357,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),The Dark Truth,49vU3wEaRNGzZIy1TATOlW,7DAiPXN3HdbktwwFzQXqrZ,spotify:track:49vU3wEaRNGzZIy1TATOlW,72000
10358,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),When I Get Happy I Dance Like This,5ZBgN5tJHXUxQLv40xGe39,7DAiPXN3HdbktwwFzQXqrZ,spotify:track:5ZBgN5tJHXUxQLv40xGe39,19200
10359,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),Attack of the Killer Queen,1K45maA9jDR1kBRpojtPmO,7DAiPXN3HdbktwwFzQXqrZ,spotify:track:1K45maA9jDR1kBRpojtPmO,120000
10360,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),Berdly,3GtA0wC7ZV1LtiaKVcFARJ,7DAiPXN3HdbktwwFzQXqrZ,spotify:track:3GtA0wC7ZV1LtiaKVcFARJ,46020
10361,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),"It's Pronounced ""Rules""",6zOVVoWfAnRMj5XfcvUoyF,7DAiPXN3HdbktwwFzQXqrZ,spotify:track:6zOVVoWfAnRMj5XfcvUoyF,61241
10362,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),Spamton,1dWgRROqpijnPVQS0LNJMf,7DAiPXN3HdbktwwFzQXqrZ,spotify:track:1dWgRROqpijnPVQS0LNJMf,42947
10363,Toby Fox,Pinocchio,A Real Boy!,2ok2k9RZWB9cZexVjIRp1q,5zsAzctyWGNrchLWXFvKgz,spotify:track:2ok2k9RZWB9cZexVjIRp1q,101747
10364,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),You Can Always Come Home,2Rf33bpATyDiqTGm0NvlNb,7DAiPXN3HdbktwwFzQXqrZ,spotify:track:2Rf33bpATyDiqTGm0NvlNb,100800
10365,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),Mini Studio,2Y5yRdf42KyABdwUaafUgp,7DAiPXN3HdbktwwFzQXqrZ,spotify:track:2Y5yRdf42KyABdwUaafUgp,51724
10366,Toby Fox,DELTARUNE Chapter 1 (Original Game Soundtrack),Rude Buster,322mgWaD4DetiHmoDVlwWc,6putGW0KxGMrgTZzplp2pF,spotify:track:322mgWaD4DetiHmoDVlwWc,75429
10367,Toby Fox,DELTARUNE Chapter 1 (Original Game Soundtrack),Field of Hopes and Dreams,2W90IO8eRnFg1qsPunKm9B,6putGW0KxGMrgTZzplp2pF,spotify:track:2W90IO8eRnFg1qsPunKm9B,161280
10368,Christopher Larkin,Hollow Knight (Original Soundtrack),Dirtmouth,4gCnaT6NKQmR3hqEeHp30t,4XgGOMRY7H4hl6OQi5wb2Z,spotify:track:4gCnaT6NKQmR3hqEeHp30t,115009
10369,CopacetiCat,Elevatorstuck Homestuck Piano,Elevatorstuck Homestuck Piano,4ZptG4e37ZRCJGzhmCpzja,5sL2QgnV9oSxgzhZA8zJ1y,spotify:track:4ZptG4e37ZRCJGzhmCpzja,100886
10370,The Living Tombstone,Discord,Discord,611nlMA40SKg9gQ4pTVXT3,43zCo4E3RoYyj2tkeZWJCF,spotify:track:611nlMA40SKg9gQ4pTVXT3,193776
10371,Shirobon,Just Shovels & Knights - La Danse Macabre (Shirobon Remix),Just Shovels & Knights - La Danse Macabre - Shirobon Remix,4FWIf4kYQpqLKj1uE1xcin,3EqZVal8NFwEdHFsuY0pNt,spotify:track:4FWIf4kYQpqLKj1uE1xcin,120000
10372,Nick Nitro,Night of Nights Nitro,Night of Nights Nitro,7JFqqcoBJtVQudCVnj6nfa,2na0WpmP1U3pEcjiMIbjkH,spotify:track:7JFqqcoBJtVQudCVnj6nfa,186705
10373,Christopher Larkin,Hollow Knight (Original Soundtrack),Hollow Knight,6SSjVwARTrXkCVVxSCUlwz,4XgGOMRY7H4hl6OQi5wb2Z,spotify:track:6SSjVwARTrXkCVVxSCUlwz,96876
10374,Shokk,You Reposted in the Wrong Neighborhood I Glue70 Mashup,You Reposted in the Wrong Neighborhood I Glue70 Mashup,0hSzixwdKTfDQewDKq2cP5,7oiWrXxLGqU6gUxcuEjdfs,spotify:track:0hSzixwdKTfDQewDKq2cP5,196642
10375,Kawai Sprite,"Friday Night Funkin', Vol. 2 (Original Game Soundtrack)",Ugh,2V4y0qYqfdlfiv6aIsBtCS,6pi3jaRWRps4UYmFavwTLi,spotify:track:2V4y0qYqfdlfiv6aIsBtCS,87375
10376,Kawai Sprite,"Friday Night Funkin', Vol. 2 (Original Game Soundtrack)",Guns,6iS2LGGESrtI7bgQcDS9j4,6pi3jaRWRps4UYmFavwTLi,spotify:track:6iS2LGGESrtI7bgQcDS9j4,140757
10377,Camellia,Dweller's Empty Path (Original Sound Track),Dweller's Empty Path (Trailer Theme),5n65jqbzp1Ejq8gl13BEls,7npcy2Hz73quewi0uU9fKi,spotify:track:5n65jqbzp1Ejq8gl13BEls,90745
10378,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),A CYBER'S WORLD?,0BE2Lbu4GgcCT6kgB1tDTc,7DAiPXN3HdbktwwFzQXqrZ,spotify:track:0BE2Lbu4GgcCT6kgB1tDTc,166154
10379,The Gregory Brothers,The Muffin Song (asdfmovie),The Muffin Song (asdfmovie),1LGv7Ah6TXp1soAAIzzuGC,1xLAKvimOSxxHUZycTA40G,spotify:track:1LGv7Ah6TXp1soAAIzzuGC,187046
10380,Toby Fox,UNDERTALE Soundtrack,Bonetrousle,2AtC6i0b8TjpjhWBZYLprX,2M2Ae2SvZe3fmzUtlVOV5Z,spotify:track:2AtC6i0b8TjpjhWBZYLprX,57600
10381,Shirobon,Pursuit,Pursuit,3L6AoyBiKJxv3M6YO5hd2j,3BoWYTDvL0yvgZdCK0XnyA,spotify:track:3L6AoyBiKJxv3M6YO5hd2j,94000
10382,Toby Fox,UNDERTALE Soundtrack,Spider Dance,3aiGshuqYhdBBBhHqRf6jn,2M2Ae2SvZe3fmzUtlVOV5Z,spotify:track:3aiGshuqYhdBBBhHqRf6jn,106435
10383,GroovyDominoes52,bee.,bee.,0ZqRlZTgNbQgynrHdxzLHp,2fzEn34kMwK0XMRlSCftpW,spotify:track:0ZqRlZTgNbQgynrHdxzLHp,66287
10384,C418,Minecraft - Volume Alpha,Wet Hands,1tinoQpYXzpZDrb0BjK1e7,3Gt7rOjcZQoHCfnKl5AkK7,spotify:track:1tinoQpYXzpZDrb0BjK1e7,90000
10385,Shirobon,Undertale - Spider Dance (Shirobon Remix),Undertale - Spider Dance - Shirobon Remix,7jGOCUXjQvvpJGq4GAlHRS,5ecb9WFck0J4BDIYIZah94,spotify:track:7jGOCUXjQvvpJGq4GAlHRS,109244
10386,The Living Tombstone,My Ordinary Life,My Ordinary Life,6tMdpUXfT70TD6Eh3XfB1p,4AmFZET7RGujQAhG80kjwu,spotify:track:6tMdpUXfT70TD6Eh3XfB1p,230895
10387,Moisés Nieto,The Legend of Zelda: Piano Solo,"Song of Storms (From ""Ocarina of Time"")",6idOWNrt9dwvetYIy70JLy,46dWcsfL3DjTrF0nW2tghO,spotify:track:6idOWNrt9dwvetYIy70JLy,91951
10388,C418,Minecraft - Volume Alpha,Key,7K7E7LKK51PezScgsvVg9Y,3Gt7rOjcZQoHCfnKl5AkK7,spotify:track:7K7E7LKK51PezScgsvVg9Y,65000
10389,KSLV Noh,Override,Override,0KYvs7DKC7Cl5IHmwpP13f,0bwtv7A8S0PMvgobvukQO7,spotify:track:0KYvs7DKC7Cl5IHmwpP13f,114625
10390,Calum Bowen,Pikuniku (Original Soundtrack),Free Money,7cCiRXG3WY0E3Wo0hD7srY,3SeBXn9dP4sB58JNB4vUj8,spotify:track:7cCiRXG3WY0E3Wo0hD7srY,51500
10391,Nobuo Uematsu,Distant Worlds II: More Music from Final Fantasy,Main Theme,1Op47dMLD73On4rNNNU3AW,1WUnKluVNj06DrGDAlsQyr,spotify:track:1Op47dMLD73On4rNNNU3AW,403493
10392,Moisés Nieto,The Greatest Video Game Music,Final Fantasy Main Theme,47lO43fv2mhm1irHW3gMHV,3bBCofH4VxHokZ6fRCgbGx,spotify:track:47lO43fv2mhm1irHW3gMHV,164342
10393,Nobuo Uematsu,Distant Worlds: Music from Final Fantasy,Theme of Love (Final Fantasy IV),3CpJVOyHv3COEVpBIPxTY4,04uEX0wzsnA5UcaEtxcbal,spotify:track:3CpJVOyHv3COEVpBIPxTY4,322293
10394,Moisés Nieto,Final Fantasy: Piano Solo,"Eternity ~Memory of Light and Waves~ (From ""Final Fantasy X-2"")",0M9ZobbZxnMLJS3jgPAWaT,2o9PcodUsjGAXYqQjn9SGq,spotify:track:0M9ZobbZxnMLJS3jgPAWaT,163248
10395,Moisés Nieto,Final Fantasy: Piano Solo,"Eternity ~Memory of Light and Waves~ (From ""Final Fantasy X-2"")",0M9ZobbZxnMLJS3jgPAWaT,2o9PcodUsjGAXYqQjn9SGq,spotify:track:0M9ZobbZxnMLJS3jgPAWaT,163248
10396,Maroon 5,Songs About Jane: 10th Anniversary Edition,This Love,6ECp64rv50XVz93WvxXMGF,5zClcGCSWj926AMjvBNSLc,spotify:track:6ECp64rv50XVz93WvxXMGF,206200
10397,The Shapeshifters,Lola's Theme,Lola's Theme - Radio Edit,2SCP5oOX5OSp5RT83h2rs0,7DdLjF8JFxVVMFh4rRC1bE,spotify:track:2SCP5oOX5OSp5RT83h2rs0,207067
10398,Rihanna,Music Of The Sun,Pon de Replay,4TsmezEQVSZNNPv5RJ65Ov,4FyGpObwABjn0o8Tdp7AZz,spotify:track:4TsmezEQVSZNNPv5RJ65Ov,246960
10399,Jay Sean,All Or Nothing,Down,6cmm1LMvZdB5zsCwX5BjqE,2H66HrVR1UeMlAoSXpxUnk,spotify:track:6cmm1LMvZdB5zsCwX5BjqE,212507
10400,Miley Cyrus,The Time Of Our Lives,Party In The U.S.A.,5Q0Nhxo0l2bP3pNjpGJwV1,64aKkqxc3Ur2LYIKeS5osS,spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1,202067
10401,Infernal,From Paris to Berlin,From Paris to Berlin,5ClXLJW6OLZuTLCwhmX9h9,6SC5NVbBXCHW78zOSPZgYx,spotify:track:5ClXLJW6OLZuTLCwhmX9h9,209667
10402,James Blunt,Back to Bedlam,You're Beautiful,0vg4WnUWvze6pBOJDTq99k,1ekaxA9Q5GzUPCepx4wzMF,spotify:track:0vg4WnUWvze6pBOJDTq99k,209493
10403,JoJo,JoJo (2018),Leave (Get Out) - 2018,6nIcGJK6Pj1ThzC6r8O8hA,1kBeLaqLbXDFFnkYWH1ayn,spotify:track:6nIcGJK6Pj1ThzC6r8O8hA,239560
10404,Justin Timberlake,FutureSex/LoveSounds,SexyBack (feat. Timbaland),0O45fw2L5vsWpdsOdXwNAR,2scB1uhcCI1TSf6b9TCZK3,spotify:track:0O45fw2L5vsWpdsOdXwNAR,242733
10405,Coldplay,Viva La Vida or Death and All His Friends,Viva La Vida,1mea3bSkSGXuIRvnydlB5b,1CEODgTmTwLyabvwd7HBty,spotify:track:1mea3bSkSGXuIRvnydlB5b,242373
10406,Little Big Town,The Road To Here,Boondocks,3duP6mBVDsHM8ioN7o7dAK,54vjTimZqQsDgXYVJFDJqm,spotify:track:3duP6mBVDsHM8ioN7o7dAK,272347
10407,Fergie,The Dutchess,Glamorous,4KTtYhxFtFL7mBwnjkKfLm,3t8HFQNlwLBW7htwLvFfzA,spotify:track:4KTtYhxFtFL7mBwnjkKfLm,246573
10408,Cascada,Evacuate The Dancefloor,Evacuate The Dancefloor - Radio Edit,360ZhWvMnyXKYFG9Mqsm89,0ETokTQHIe79SG4xAFmKRo,spotify:track:360ZhWvMnyXKYFG9Mqsm89,205884
10409,P!nk,M!ssundaztood (Expanded Edition),Get the Party Started,02jcEwywffn3Tsb48fXmlW,57wJKO7qrPw56iOEKhTmg2,spotify:track:02jcEwywffn3Tsb48fXmlW,192533
10410,Ashanti,Ashanti,Foolish,6zMUIb4uce1CzpbjR3vMdN,5M3BrdaT0TV5SsYsM5PM8X,spotify:track:6zMUIb4uce1CzpbjR3vMdN,227387
10411,Black Eyed Peas,Monkey Business,My Humps,19JdbdEwQI7bCxefMokZO8,2szeSQtOcJgRhDXmTS3SIf,spotify:track:19JdbdEwQI7bCxefMokZO8,326960
10412,"Tito ""El Bambino""",El Patrón (La Victoria),Te Pido Perdón,39zZtM4oWCW5iFGC9cXx32,214muZYoc3ewXMXGwQBFVU,spotify:track:39zZtM4oWCW5iFGC9cXx32,172320
10413,Juanes,Mi Sangre,La Camisa Negra,2EM9zpAc7PVeoAydmbfVIL,2HbvQeJXke68tjwOcsj8ne,spotify:track:2EM9zpAc7PVeoAydmbfVIL,216707
10414,"Tito ""El Bambino""",El Patrón (La Victoria),El Amor,7e6PEtKY008duLXsAJ3TVQ,214muZYoc3ewXMXGwQBFVU,spotify:track:7e6PEtKY008duLXsAJ3TVQ,246800
10415,"Tito ""El Bambino""",El Patrón (La Victoria),Suéltate,7Eua2M9ocHaxxtaIFXGhB5,214muZYoc3ewXMXGwQBFVU,spotify:track:7Eua2M9ocHaxxtaIFXGhB5,184947
10416,"Tito ""El Bambino""",MATAFAKA,Mata,1ZOVeidJCvkxOARWTHmWOL,4oy92HXfNvaAMdZ9XiKEG1,spotify:track:1ZOVeidJCvkxOARWTHmWOL,197382
10417,"Tito ""El Bambino""",El Patrón (La Victoria),Desnudarte,4jXNjLeJRVITzfXbXVS8Bs,214muZYoc3ewXMXGwQBFVU,spotify:track:4jXNjLeJRVITzfXbXVS8Bs,176653
10418,"Tito ""El Bambino""",El Patrón (La Victoria),Mi Cama Huele a Ti (feat. Zion & Lennox),1nAk42YH4kmPxaoFcLgiSe,214muZYoc3ewXMXGwQBFVU,spotify:track:1nAk42YH4kmPxaoFcLgiSe,225573
10419,"Tito ""El Bambino""",El Patrón (La Victoria),Mi Cama Huele a Ti (feat. Zion & Lennox),1nAk42YH4kmPxaoFcLgiSe,214muZYoc3ewXMXGwQBFVU,spotify:track:1nAk42YH4kmPxaoFcLgiSe,225573
10420,"Tito ""El Bambino""",El Patrón (La Victoria),Piropo,4MgxiP6Bc1PMkyDTrVAjpW,214muZYoc3ewXMXGwQBFVU,spotify:track:4MgxiP6Bc1PMkyDTrVAjpW,193053
10421,"Tito ""El Bambino""",El Patrón (La Victoria),Baila Sexy,4LzB4Pj87Y30XAOCVxpD8C,214muZYoc3ewXMXGwQBFVU,spotify:track:4LzB4Pj87Y30XAOCVxpD8C,165373
10422,"Tito ""El Bambino""",El Patrón (La Victoria),Te Comencé a Querer,5QYP74yfjLFGVJAuVnT0CC,214muZYoc3ewXMXGwQBFVU,spotify:track:5QYP74yfjLFGVJAuVnT0CC,209600
10423,"Tito ""El Bambino""",El Patrón (La Victoria),Agárrala (feat. Plan B),5QAS71z8g9K2dMHZQOqLDu,214muZYoc3ewXMXGwQBFVU,spotify:track:5QAS71z8g9K2dMHZQOqLDu,263307
10424,"Tito ""El Bambino""",Xtreme,Te Extraño,0muI8DpTEpLqqibPm3sKYf,66g9Nydw29UNG9b2ndrlRi,spotify:track:0muI8DpTEpLqqibPm3sKYf,212973
10425,"Tito ""El Bambino""",Under the Tree,Under,7qKXSF8MilgyiL52oq1AA0,7wQyvP7maIKn0uTGr66eI3,spotify:track:7qKXSF8MilgyiL52oq1AA0,121692
10426,"Tito ""El Bambino""",El Patrón (La Victoria),Se Me Daña la Mente,0lKTmHv3JMD9eiEuhNxFLT,214muZYoc3ewXMXGwQBFVU,spotify:track:0lKTmHv3JMD9eiEuhNxFLT,206120
10427,"Tito ""El Bambino""",Somos Iguales,Somos Iguales,3uZgr5fHIzOAc3sjX5zHc1,3Q9cZSRC2at6mZjfdOlVJ3,spotify:track:3uZgr5fHIzOAc3sjX5zHc1,172415
10428,"Tito ""El Bambino""",El Patrón (La Victoria),El Amor (Salsa) [feat. La India],2NGHrT92dljJBzXds7kkHH,214muZYoc3ewXMXGwQBFVU,spotify:track:2NGHrT92dljJBzXds7kkHH,258893
10429,Ibeyi,River,River,1kPoNSnxGFq5UZbGyNymsK,5sCPmMx3ctNJX7D68kY3A4,spotify:track:1kPoNSnxGFq5UZbGyNymsK,197998
10430,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),Almost to the Guys!,3nVfeoR3BDeBqZhkxZTwFp,7DAiPXN3HdbktwwFzQXqrZ,spotify:track:3nVfeoR3BDeBqZhkxZTwFp,17851
10431,"Tito ""El Bambino""",El Patrón (La Victoria),El Amor (feat. Jenni Rivera),22uCmfKNu7CQM8IFl1syI0,214muZYoc3ewXMXGwQBFVU,spotify:track:22uCmfKNu7CQM8IFl1syI0,248000
10432,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),Lost Girl,4OaDjTKDu5wNML5Ia1AqOI,7DAiPXN3HdbktwwFzQXqrZ,spotify:track:4OaDjTKDu5wNML5Ia1AqOI,80000
10433,"Tito ""El Bambino""",El Patrón (La Victoria),Mi Cama Huele a Ti (Pop),6ihMWvEbQ9TFQCOhpGFIst,214muZYoc3ewXMXGwQBFVU,spotify:track:6ihMWvEbQ9TFQCOhpGFIst,230733
10434,"Tito ""El Bambino""",El Patrón (La Victoria),Mi Cama Huele a Ti (Pop),6ihMWvEbQ9TFQCOhpGFIst,214muZYoc3ewXMXGwQBFVU,spotify:track:6ihMWvEbQ9TFQCOhpGFIst,230733
10435,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),Queen,1K45maA9jDR1kBRpojtPmO,7DAiPXN3HdbktwwFzQXqrZ,spotify:track:1K45maA9jDR1kBRpojtPmO,120000
10436,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),BIG SHOT,2hpQl8ryv3IonCg9LiAtGT,7DAiPXN3HdbktwwFzQXqrZ,spotify:track:2hpQl8ryv3IonCg9LiAtGT,142286
10437,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),Until Next Time,4O0JVgOSsdJrj6Tao1ViEY,7DAiPXN3HdbktwwFzQXqrZ,spotify:track:4O0JVgOSsdJrj6Tao1ViEY,62072
10438,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),Elegant Entrance,0v32fKwN5VpiZYEW9bwcmI,7DAiPXN3HdbktwwFzQXqrZ,spotify:track:0v32fKwN5VpiZYEW9bwcmI,78000
10439,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),When I Get Happy I Dance Like This,5ZBgN5tJHXUxQLv40xGe39,7DAiPXN3HdbktwwFzQXqrZ,spotify:track:5ZBgN5tJHXUxQLv40xGe39,19200
10440,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),Spamton,1dWgRROqpijnPVQS0LNJMf,7DAiPXN3HdbktwwFzQXqrZ,spotify:track:1dWgRROqpijnPVQS0LNJMf,42947
10441,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),Berdly,3GtA0wC7ZV1LtiaKVcFARJ,7DAiPXN3HdbktwwFzQXqrZ,spotify:track:3GtA0wC7ZV1LtiaKVcFARJ,46020
10442,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),Girl Next Door,3elKCP0PpuipOtLn7K8FXT,7DAiPXN3HdbktwwFzQXqrZ,spotify:track:3elKCP0PpuipOtLn7K8FXT,54698
10443,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),Bluebird of Misfortune,3XfcINMr19vye9Imaazx0T,7DAiPXN3HdbktwwFzQXqrZ,spotify:track:3XfcINMr19vye9Imaazx0T,49500
10444,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),Deal Gone Wrong,6pZ84L82buMFjAqev002Tv,7DAiPXN3HdbktwwFzQXqrZ,spotify:track:6pZ84L82buMFjAqev002Tv,31327
10445,Toby Fox,DELTARUNE Chapter 1 (Original Game Soundtrack),Rude Buster,322mgWaD4DetiHmoDVlwWc,6putGW0KxGMrgTZzplp2pF,spotify:track:322mgWaD4DetiHmoDVlwWc,75429
10446,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),Dialtone,5Z4bnMj3gxU2a07jaiRwzs,7DAiPXN3HdbktwwFzQXqrZ,spotify:track:5Z4bnMj3gxU2a07jaiRwzs,44308
10447,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),"It's Pronounced ""Rules""",6zOVVoWfAnRMj5XfcvUoyF,7DAiPXN3HdbktwwFzQXqrZ,spotify:track:6zOVVoWfAnRMj5XfcvUoyF,61241
10448,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),A Simple Diversion,7CaYooLVhBdkhRjSHrntgD,7DAiPXN3HdbktwwFzQXqrZ,spotify:track:7CaYooLVhBdkhRjSHrntgD,31322
